term,estimate,std_error,t_value,p_value,abs_estimate,is_interaction
Intercept,0.062253913188940205,0.03325083360252478,1.872251202274014,0.13448050970189254,0.062253913188940205,False
s060,0.003259158788676851,0.0014698361375714744,2.2173619938762505,0.09087848682909895,0.003259158788676851,False
s461,0.0010624143426497443,0.0009555993885436356,1.1117779640576142,0.3285496139587012,0.0010624143426497443,False
s060:s461,1.7960586829315485e-05,9.813155386184026e-06,1.830256031062369,0.14118559777256187,1.7960586829315485e-05,True
s022,5.097996562993628e-06,5.742045983568433e-06,0.8878362481913536,0.4247915681767469,5.097996562993628e-06,False
s060:s022,4.5535631340670863e-07,2.475620541898958e-07,1.8393623162353527,0.13970172008698883,4.5535631340670863e-07,True
s022:s461,1.4090642231273023e-07,1.6368778128840892e-07,0.860824315679744,0.43787542807151786,1.4090642231273023e-07,True
