,recall_target,threshold,precision,recall
0,0.5,0.3189706802368164,0.18461538461538463,0.5333333333333333
1,0.6,0.2715434779723485,0.15126050420168066,0.6
2,0.7,0.2087259292602539,0.11392405063291139,0.7
