type,parent_run,method,brier_oof_raw,brier_oof_cal,brier_holdout_raw,brier_holdout_cal,holdout_aucpr
calibration,20260910_145542_xgb_sel,platt,0.1193,0.0609,0.0605,0.0574,0.1479
