run_id,run_name,note,git_sha,data,cv_aucpr_mean,cv_aucpr_std,threshold,holdout_aucpr,holdout_rocauc,holdout_brier,holdout_recall,holdout_precision,flagrate_recall
20260826_161012_xgb_sel,,,78cba1a,767c3ab801699645,0.22230960135118177,0.060573856120331344,0.5551995635032654,0.14788126523493977,0.6974983541803819,0.06050930544734001,0.0,0.0,0.21428571428571427
