run_id,run_order,s060,s022,s461,p_cal_mean,p_cal_std,n_background
doe_007,1,-4.4326300000000005,-5196.15,46.29105,0.04052269073706354,0.05728150234207077,1309
doe_008,2,15.870080000000014,-5196.15,46.29105,0.07834977402202799,0.09938139286860427,1309
doe_003,3,-4.4326300000000005,-5196.15,15.48685,0.03231029177876302,0.040278307110736426,1309
doe_002,4,15.870080000000014,-6413.4,15.48685,0.041979080211961874,0.061145647989509055,1309
doe_005,5,-4.4326300000000005,-6413.4,46.29105,0.03163482280215656,0.03568901332121835,1309
doe_001,6,-4.4326300000000005,-6413.4,15.48685,0.027065309122905123,0.02107809586012783,1309
doe_004,7,15.870080000000014,-5196.15,15.48685,0.057277410773804785,0.08350939278110457,1309
doe_006,8,15.870080000000014,-6413.4,46.29105,0.05447575425587782,0.08308568596019254,1309
