fitted,residual,studentized_residual
0.04606092759010874,0.0016240956721030875,0.9130334921616057
0.04606092759010874,0.0016240956721030875,0.9130334921616057
0.031627258188537934,7.564613618629701e-06,0.010165829596432136
0.032302727165144415,7.564613618601945e-06,0.010165829596394824
0.04174832710475948,-0.0012256363676959384,-1.6470914562644838
0.05850304714150071,-0.0012256363676959245,-1.6470914562644656
0.04197151559834325,7.564613618622762e-06,0.01016582959642281
0.07834220940840937,7.564613618615823e-06,0.010165829596413479
0.028290945490601037,-0.001225636367695914,-1.6470914562644516
0.055701390623573745,-0.0012256363676959245,-1.6470914562644652
0.04606092759010874,0.0016240956721030875,0.9130334921616057
