,0
threshold,0.5551995635032654
precision,0.3
recall,0.26666666666666666
f1,0.2823529411764706
mcc,0.2331623186666294
fpr,0.04593929450369155
tp,24.0
fp,56.0
fn,66.0
tn,1163.0
