,recall_target,threshold,precision,recall
0,0.5,0.4157026633620262,0.1717557251908397,0.5
1,0.6,0.38148068885008496,0.15606936416184972,0.6
2,0.7,0.31756793955961865,0.12233009708737864,0.7
