type,parent_run,method,brier_oof_raw,brier_oof_cal,brier_holdout_raw,brier_holdout_cal,holdout_aucpr
calibration,20260903_150907_xgb_sel,platt,0.1222,0.0611,0.0605,0.0574,0.1479
