term,estimate,std_error,t_value,p_value,abs_estimate,is_interaction,analysis_scope
Intercept,0.04575547088979204,0.0003613402641486183,126.62710312010213,2.3327275489994137e-08,0.04575547088979204,False,deterministic calibrated surrogate response
s060_coded,0.012568613102848025,0.00042370901740536017,29.663312760756515,7.691115880516139e-06,0.012568613102848025,False,deterministic calibrated surrogate response
s022_coded,0.00666315011484475,0.0004237090174053603,15.725768962028361,9.551813611709236e-05,0.00666315011484475,False,deterministic calibrated surrogate response
s461_coded,0.005793868741211389,0.0004237090174053602,13.674169071715612,0.0001656607865458445,0.005793868741211389,False,deterministic calibrated surrogate response
s060_coded:s022_coded,0.003129937467153519,0.00042370901740536017,7.386997535053932,0.0017906040695278421,0.003129937467153519,True,deterministic calibrated surrogate response
s060_coded:s461_coded,0.0025983905818233975,0.00042370901740536017,6.132488276352946,0.0035833358818019466,0.0025983905818233975,True,deterministic calibrated surrogate response
s022_coded:s461_coded,0.0015273218104195443,0.00042370901740536017,3.6046478778580338,0.022664203692790496,0.0015273218104195443,True,deterministic calibrated surrogate response
