,recall_target,threshold,precision,recall
0,0.5,0.3240078588326772,0.1875,0.5333333333333333
1,0.6,0.2715434779723485,0.14555256064690028,0.6
2,0.7,0.21483861903349558,0.11764705882352941,0.7111111111111111
