,recall_target,threshold,precision,recall
0,0.5,0.40495149542888004,0.17472118959107807,0.5222222222222223
1,0.6,0.38316891094048816,0.1641337386018237,0.6
2,0.7,0.31756793955961865,0.1267605633802817,0.7
